id,produit,categorie,ville,prix,quantite,montant_total,date
8398,Webcam HD,Accessoires,Mohammedia,411,10,4110,2026-02-04
8399,Onduleur,Bureautique,Nador,1411,5,7055,2026-01-14
8400,Onduleur,Bureautique,Beni Mellal,1609,2,3218,2026-03-20
8401,Scanner,Bureautique,Meknes,1377,18,24786,2026-02-24
8402,Souris sans fil,Accessoires,Beni Mellal,114,6,684,2026-03-08
8403,Routeur WiFi,Reseau,Nador,896,3,2688,2026-03-24
8404,Ecran 24 pouces,Informatique,Kenitra,1854,14,25956,2026-01-16
8405,Scanner,Bureautique,Laayoune,1225,14,17150,2026-03-01
8406,Ordinateur portable,Informatique,Laayoune,8112,5,40560,2026-04-28
8407,Scanner,Bureautique,Safi,1196,4,4784,2026-01-05
8408,Souris sans fil,Accessoires,Safi,114,2,228,2026-04-03
8409,Disque SSD 1To,Stockage,Meknes,951,12,11412,2026-01-30
8410,Souris sans fil,Accessoires,Marrakech,103,8,824,2026-04-18
8411,Routeur WiFi,Reseau,Marrakech,878,12,10536,2026-03-20
8412,Disque SSD 1To,Stockage,Fes,1036,19,19684,2026-04-05
8413,Serveur NAS,Stockage,Settat,5552,14,77728,2026-05-26
8414,Disque SSD 1To,Stockage,Agadir,1119,1,1119,2026-01-16
8415,Webcam HD,Accessoires,Rabat,380,18,6840,2026-01-22
8416,Tablette graphique,Informatique,Nador,1733,17,29461,2026-05-12
8417,Scanner,Bureautique,Kenitra,1380,2,2760,2026-05-14
8418,Disque SSD 1To,Stockage,Rabat,1164,11,12804,2026-05-12
8419,Disque SSD 1To,Stockage,Mohammedia,960,19,18240,2026-05-13
8420,Tablette graphique,Informatique,Safi,1368,20,27360,2026-01-14
8421,Ordinateur portable,Informatique,Nador,8489,19,161291,2026-01-17
8422,Casque audio,Accessoires,Tanger,354,18,6372,2026-04-29
8423,Projecteur,Bureautique,Tetouan,5556,9,50004,2026-04-02
8424,Casque audio,Accessoires,Kenitra,388,4,1552,2026-02-27
8425,Souris sans fil,Accessoires,Dakhla,115,11,1265,2026-05-16
8426,Casque audio,Accessoires,Casablanca,409,18,7362,2026-04-05
8427,Webcam HD,Accessoires,Safi,473,12,5676,2026-05-13
8428,Scanner,Bureautique,Beni Mellal,1189,18,21402,2026-05-27
8429,Switch 24 ports,Reseau,Marrakech,1890,18,34020,2026-04-02
8430,Imprimante laser,Bureautique,Settat,2243,2,4486,2026-04-19
8431,Webcam HD,Accessoires,Tanger,411,19,7809,2026-01-18
8432,Souris sans fil,Accessoires,Tetouan,127,18,2286,2026-05-10
8433,Scanner,Bureautique,Errachidia,1403,4,5612,2026-04-19
8434,Scanner,Bureautique,Tanger,1263,13,16419,2026-05-15
8435,Casque audio,Accessoires,Mohammedia,315,14,4410,2026-04-22
8436,Onduleur,Bureautique,Nador,1530,16,24480,2026-01-01
8437,Casque audio,Accessoires,Dakhla,338,6,2028,2026-04-02
8438,Souris sans fil,Accessoires,Agadir,112,19,2128,2026-01-08
8439,Onduleur,Bureautique,Meknes,1353,12,16236,2026-02-13
8440,Routeur WiFi,Reseau,Oujda,685,15,10275,2026-01-27
8441,Disque SSD 1To,Stockage,Mohammedia,1015,2,2030,2026-02-09
8442,Webcam HD,Accessoires,Agadir,423,20,8460,2026-01-18
8443,Switch 24 ports,Reseau,Beni Mellal,2261,6,13566,2026-04-02
8444,Disque SSD 1To,Stockage,Casablanca,1291,4,5164,2026-04-28
8445,Webcam HD,Accessoires,Casablanca,484,19,9196,2026-03-26
8446,Serveur NAS,Stockage,Dakhla,6874,3,20622,2026-01-07
8447,Tablette graphique,Informatique,Oujda,1768,6,10608,2026-01-12
8448,Clavier mecanique,Accessoires,Taza,507,7,3549,2026-01-13
8449,Ecran 24 pouces,Informatique,Laayoune,1756,18,31608,2026-04-25
8450,Onduleur,Bureautique,Nador,1635,15,24525,2026-01-13
8451,Souris sans fil,Accessoires,Beni Mellal,138,3,414,2026-01-05
8452,Tablette graphique,Informatique,Errachidia,1443,13,18759,2026-03-15
8453,Routeur WiFi,Reseau,Oujda,637,11,7007,2026-03-04
8454,Disque SSD 1To,Stockage,Dakhla,935,3,2805,2026-04-29
8455,Switch 24 ports,Reseau,Beni Mellal,1910,18,34380,2026-01-17
8456,Onduleur,Bureautique,Taza,1499,6,8994,2026-01-14
8457,Imprimante laser,Bureautique,Kenitra,2264,19,43016,2026-05-15
8458,Routeur WiFi,Reseau,Kenitra,876,9,7884,2026-05-31
8459,Ecran 24 pouces,Informatique,Laayoune,1785,9,16065,2026-05-02
8460,Tablette graphique,Informatique,Beni Mellal,1661,9,14949,2026-03-02
8461,Ordinateur portable,Informatique,Kenitra,9536,20,190720,2026-01-12
8462,Onduleur,Bureautique,Nador,1282,19,24358,2026-05-23
8463,Onduleur,Bureautique,Mohammedia,1627,20,32540,2026-02-04
8464,Ordinateur portable,Informatique,Beni Mellal,9683,18,174294,2026-03-19
8465,Serveur NAS,Stockage,Dakhla,6052,3,18156,2026-02-13
8466,Casque audio,Accessoires,Mohammedia,365,4,1460,2026-05-13
8467,Serveur NAS,Stockage,Agadir,7231,9,65079,2026-04-02
8468,Souris sans fil,Accessoires,Settat,136,3,408,2026-03-18
8469,Tablette graphique,Informatique,Fes,1456,1,1456,2026-05-30
8470,Souris sans fil,Accessoires,Tanger,130,1,130,2026-05-16
8471,Casque audio,Accessoires,Nador,407,1,407,2026-02-18
8472,Routeur WiFi,Reseau,Rabat,795,18,14310,2026-03-16
8473,Switch 24 ports,Reseau,Rabat,2226,5,11130,2026-01-01
8474,Projecteur,Bureautique,Taza,4759,5,23795,2026-03-11
8475,Imprimante laser,Bureautique,Marrakech,2690,19,51110,2026-03-20
8476,Projecteur,Bureautique,Tetouan,5048,18,90864,2026-04-21
8477,Routeur WiFi,Reseau,Fes,809,2,1618,2026-03-17
8478,Switch 24 ports,Reseau,Fes,2490,17,42330,2026-04-05
8479,Disque SSD 1To,Stockage,Settat,1022,10,10220,2026-03-01
8480,Tablette graphique,Informatique,Oujda,1680,8,13440,2026-01-10
8481,Imprimante laser,Bureautique,Meknes,2245,11,24695,2026-04-07
8482,Projecteur,Bureautique,Rabat,5703,16,91248,2026-03-12
8483,Ecran 24 pouces,Informatique,Mohammedia,1749,17,29733,2026-01-20
8484,Switch 24 ports,Reseau,El Jadida,1922,3,5766,2026-02-04
8485,Tablette graphique,Informatique,Settat,1546,5,7730,2026-03-31
8486,Projecteur,Bureautique,Nador,5070,1,5070,2026-01-10
8487,Souris sans fil,Accessoires,Kenitra,113,13,1469,2026-02-20
8488,Ecran 24 pouces,Informatique,Mohammedia,1609,8,12872,2026-03-06
8489,Casque audio,Accessoires,Rabat,396,15,5940,2026-05-13
8490,Routeur WiFi,Reseau,Kenitra,775,16,12400,2026-05-09
8491,Switch 24 ports,Reseau,Taza,2045,7,14315,2026-05-04
8492,Clavier mecanique,Accessoires,Marrakech,499,1,499,2026-02-24
8493,Webcam HD,Accessoires,Beni Mellal,453,15,6795,2026-01-16
8494,Serveur NAS,Stockage,Fes,6286,3,18858,2026-01-03
8495,Souris sans fil,Accessoires,Laayoune,120,3,360,2026-04-03
8496,Clavier mecanique,Accessoires,Oujda,444,8,3552,2026-03-24
8497,Ecran 24 pouces,Informatique,Nador,1827,4,7308,2026-04-02
8498,Serveur NAS,Stockage,Tanger,5554,9,49986,2026-04-26
8499,Webcam HD,Accessoires,Meknes,422,15,6330,2026-03-28
8500,Disque SSD 1To,Stockage,Rabat,1290,1,1290,2026-04-01
8501,Switch 24 ports,Reseau,Errachidia,1866,9,16794,2026-04-10
8502,Onduleur,Bureautique,Errachidia,1607,7,11249,2026-03-30
8503,Projecteur,Bureautique,Safi,4908,3,14724,2026-01-22
8504,Projecteur,Bureautique,Taza,4700,19,89300,2026-02-07
8505,Clavier mecanique,Accessoires,Settat,481,17,8177,2026-01-25
8506,Serveur NAS,Stockage,Casablanca,6207,8,49656,2026-04-30
8507,Imprimante laser,Bureautique,El Jadida,1977,5,9885,2026-04-29
8508,Switch 24 ports,Reseau,Taza,2219,8,17752,2026-04-11
8509,Tablette graphique,Informatique,Taza,1786,2,3572,2026-03-09
8510,Disque SSD 1To,Stockage,Fes,1120,17,19040,2026-05-20
8511,Projecteur,Bureautique,Oujda,4885,8,39080,2026-02-08
8512,Onduleur,Bureautique,Tanger,1480,2,2960,2026-02-23
8513,Ordinateur portable,Informatique,Settat,10105,19,191995,2026-04-25
8514,Ordinateur portable,Informatique,Settat,9555,10,95550,2026-01-28
8515,Scanner,Bureautique,Tetouan,1232,10,12320,2026-05-22
8516,Imprimante laser,Bureautique,Marrakech,1999,9,17991,2026-03-14
8517,Projecteur,Bureautique,Safi,4524,17,76908,2026-04-02
8518,Onduleur,Bureautique,Agadir,1562,19,29678,2026-05-20
8519,Routeur WiFi,Reseau,Oujda,778,19,14782,2026-05-01
8520,Onduleur,Bureautique,Rabat,1420,17,24140,2026-03-05
8521,Ecran 24 pouces,Informatique,Oujda,1684,20,33680,2026-01-25
8522,Ordinateur portable,Informatique,Meknes,10085,3,30255,2026-03-15
8523,Webcam HD,Accessoires,Oujda,490,9,4410,2026-04-02
8524,Scanner,Bureautique,Rabat,1353,10,13530,2026-04-26
8525,Ecran 24 pouces,Informatique,El Jadida,1788,19,33972,2026-04-29
8526,Projecteur,Bureautique,El Jadida,5837,5,29185,2026-01-26
8527,Ordinateur portable,Informatique,Tetouan,8003,6,48018,2026-05-22
8528,Souris sans fil,Accessoires,Safi,115,16,1840,2026-04-28
8529,Onduleur,Bureautique,Tanger,1584,15,23760,2026-04-20
8530,Serveur NAS,Stockage,Nador,5947,16,95152,2026-03-04
8531,Serveur NAS,Stockage,Rabat,7137,10,71370,2026-05-21
8532,Ecran 24 pouces,Informatique,Kenitra,2157,18,38826,2026-05-30
8533,Projecteur,Bureautique,Mohammedia,6159,5,30795,2026-05-27
8534,Routeur WiFi,Reseau,Taza,720,19,13680,2026-05-02
8535,Webcam HD,Accessoires,Mohammedia,397,20,7940,2026-02-08
8536,Clavier mecanique,Accessoires,Settat,462,6,2772,2026-03-27
8537,Onduleur,Bureautique,Tanger,1311,18,23598,2026-03-24
8538,Tablette graphique,Informatique,Marrakech,1905,17,32385,2026-04-25
8539,Clavier mecanique,Accessoires,Agadir,470,4,1880,2026-03-13
8540,Souris sans fil,Accessoires,Oujda,108,7,756,2026-01-10
8541,Ordinateur portable,Informatique,Taza,8450,3,25350,2026-05-15
8542,Casque audio,Accessoires,Mohammedia,349,13,4537,2026-01-02
8543,Serveur NAS,Stockage,Taza,6862,3,20586,2026-05-22
8544,Tablette graphique,Informatique,Rabat,1782,7,12474,2026-02-12
8545,Disque SSD 1To,Stockage,Meknes,1255,18,22590,2026-01-13
8546,Routeur WiFi,Reseau,Fes,658,14,9212,2026-02-13
8547,Scanner,Bureautique,Kenitra,1536,3,4608,2026-04-16
8548,Webcam HD,Accessoires,Casablanca,500,18,9000,2026-05-27
8549,Ecran 24 pouces,Informatique,Taza,1867,15,28005,2026-03-18
8550,Webcam HD,Accessoires,Meknes,416,18,7488,2026-02-14
8551,Ordinateur portable,Informatique,Oujda,9003,9,81027,2026-02-10
8552,Onduleur,Bureautique,Dakhla,1635,1,1635,2026-05-14
8553,Onduleur,Bureautique,Agadir,1324,12,15888,2026-02-05
8554,Clavier mecanique,Accessoires,Kenitra,501,17,8517,2026-03-23
8555,Ordinateur portable,Informatique,Laayoune,7341,17,124797,2026-01-08
8556,Ordinateur portable,Informatique,Beni Mellal,8855,20,177100,2026-02-10
8557,Ecran 24 pouces,Informatique,Settat,1753,1,1753,2026-03-18
8558,Onduleur,Bureautique,Taza,1288,20,25760,2026-05-20
8559,Routeur WiFi,Reseau,Tanger,780,12,9360,2026-03-30
8560,Souris sans fil,Accessoires,Rabat,129,19,2451,2026-01-13
8561,Souris sans fil,Accessoires,Casablanca,123,1,123,2026-04-26
8562,Ordinateur portable,Informatique,Mohammedia,9048,11,99528,2026-03-01
8563,Ordinateur portable,Informatique,Nador,8143,12,97716,2026-04-04
8564,Serveur NAS,Stockage,Kenitra,5282,7,36974,2026-01-11
8565,Onduleur,Bureautique,Errachidia,1293,17,21981,2026-05-28
8566,Onduleur,Bureautique,Errachidia,1531,16,24496,2026-04-30
8567,Serveur NAS,Stockage,Mohammedia,6793,16,108688,2026-02-04
8568,Disque SSD 1To,Stockage,Laayoune,1024,13,13312,2026-02-07
8569,Clavier mecanique,Accessoires,Meknes,384,12,4608,2026-02-16
8570,Souris sans fil,Accessoires,Oujda,106,14,1484,2026-01-22
8571,Souris sans fil,Accessoires,Tanger,132,2,264,2026-05-31
8572,Ordinateur portable,Informatique,Dakhla,8465,20,169300,2026-02-14
8573,Webcam HD,Accessoires,El Jadida,379,15,5685,2026-04-05
8574,Webcam HD,Accessoires,Taza,370,17,6290,2026-05-03
8575,Tablette graphique,Informatique,Rabat,1807,12,21684,2026-05-04
8576,Tablette graphique,Informatique,Meknes,1553,18,27954,2026-02-24
8577,Casque audio,Accessoires,Fes,347,3,1041,2026-01-02
8578,Imprimante laser,Bureautique,Agadir,2694,17,45798,2026-05-18
8579,Projecteur,Bureautique,Taza,5000,5,25000,2026-03-10
8580,Switch 24 ports,Reseau,Tanger,2507,17,42619,2026-01-26
8581,Ecran 24 pouces,Informatique,Kenitra,1649,10,16490,2026-03-09
8582,Switch 24 ports,Reseau,El Jadida,1849,18,33282,2026-03-14
8583,Onduleur,Bureautique,Meknes,1564,17,26588,2026-01-25
8584,Onduleur,Bureautique,El Jadida,1268,1,1268,2026-04-22
8585,Casque audio,Accessoires,Safi,302,17,5134,2026-04-16
8586,Ordinateur portable,Informatique,Oujda,7641,3,22923,2026-01-21
8587,Ordinateur portable,Informatique,Tetouan,10140,19,192660,2026-01-09
8588,Souris sans fil,Accessoires,Nador,109,12,1308,2026-01-30
8589,Ordinateur portable,Informatique,Dakhla,10173,17,172941,2026-01-08
8590,Onduleur,Bureautique,Dakhla,1694,15,25410,2026-01-19
8591,Imprimante laser,Bureautique,Taza,2017,12,24204,2026-02-28
8592,Tablette graphique,Informatique,Taza,1670,5,8350,2026-04-11
8593,Webcam HD,Accessoires,Nador,477,14,6678,2026-04-28
8594,Ecran 24 pouces,Informatique,Meknes,1585,6,9510,2026-04-04
8595,Disque SSD 1To,Stockage,Nador,1053,8,8424,2026-04-12
8596,Clavier mecanique,Accessoires,Laayoune,447,4,1788,2026-03-25
8597,Tablette graphique,Informatique,Settat,1557,4,6228,2026-05-21
8598,Projecteur,Bureautique,Casablanca,4522,18,81396,2026-04-20
8599,Ecran 24 pouces,Informatique,Dakhla,1925,4,7700,2026-01-15
8600,Tablette graphique,Informatique,Mohammedia,1765,10,17650,2026-02-27
8601,Onduleur,Bureautique,Taza,1475,12,17700,2026-02-14
8602,Souris sans fil,Accessoires,Oujda,111,2,222,2026-02-06
8603,Switch 24 ports,Reseau,Tanger,2096,16,33536,2026-03-30
8604,Casque audio,Accessoires,Taza,328,6,1968,2026-03-12
8605,Imprimante laser,Bureautique,Tetouan,2151,7,15057,2026-04-11
8606,Disque SSD 1To,Stockage,Errachidia,1175,13,15275,2026-01-23
8607,Ordinateur portable,Informatique,Beni Mellal,7723,6,46338,2026-04-12
8608,Tablette graphique,Informatique,Errachidia,1472,13,19136,2026-04-06
8609,Imprimante laser,Bureautique,Nador,2124,19,40356,2026-03-28
8610,Clavier mecanique,Accessoires,Mohammedia,524,14,7336,2026-03-18
8611,Webcam HD,Accessoires,Mohammedia,357,10,3570,2026-02-08
8612,Switch 24 ports,Reseau,Tetouan,2307,4,9228,2026-02-12
8613,Disque SSD 1To,Stockage,Agadir,1125,17,19125,2026-05-14
8614,Casque audio,Accessoires,Taza,361,14,5054,2026-05-28
8615,Tablette graphique,Informatique,Dakhla,1548,4,6192,2026-04-29
8616,Souris sans fil,Accessoires,Taza,126,20,2520,2026-05-05
8617,Routeur WiFi,Reseau,Rabat,779,8,6232,2026-05-15
8618,Tablette graphique,Informatique,Mohammedia,1369,2,2738,2026-03-16
8619,Tablette graphique,Informatique,Meknes,1673,2,3346,2026-05-28
8620,Ecran 24 pouces,Informatique,Marrakech,1676,20,33520,2026-02-01
8621,Ecran 24 pouces,Informatique,Laayoune,1748,17,29716,2026-04-22
8622,Serveur NAS,Stockage,Meknes,5583,3,16749,2026-02-26
8623,Scanner,Bureautique,Mohammedia,1351,20,27020,2026-05-31
8624,Serveur NAS,Stockage,Agadir,5635,20,112700,2026-04-01
8625,Ordinateur portable,Informatique,Tetouan,7507,8,60056,2026-01-21
8626,Routeur WiFi,Reseau,Errachidia,760,17,12920,2026-03-19
8627,Onduleur,Bureautique,Beni Mellal,1339,6,8034,2026-01-30
8628,Casque audio,Accessoires,Kenitra,328,11,3608,2026-03-16
8629,Ordinateur portable,Informatique,Kenitra,8376,18,150768,2026-02-13
8630,Casque audio,Accessoires,Rabat,363,9,3267,2026-01-21
8631,Projecteur,Bureautique,El Jadida,4915,17,83555,2026-03-29
8632,Scanner,Bureautique,Meknes,1530,8,12240,2026-05-17
8633,Switch 24 ports,Reseau,Laayoune,1968,1,1968,2026-04-30
8634,Ordinateur portable,Informatique,Fes,7745,12,92940,2026-03-25
8635,Scanner,Bureautique,Tanger,1484,3,4452,2026-01-20
8636,Ecran 24 pouces,Informatique,Errachidia,1547,20,30940,2026-02-18
8637,Disque SSD 1To,Stockage,Casablanca,1210,20,24200,2026-04-07
8638,Clavier mecanique,Accessoires,Fes,525,9,4725,2026-05-16
8639,Imprimante laser,Bureautique,Nador,2136,2,4272,2026-02-09
8640,Switch 24 ports,Reseau,Settat,2064,14,28896,2026-04-11
8641,Projecteur,Bureautique,Tanger,4815,14,67410,2026-04-02
8642,Ecran 24 pouces,Informatique,Agadir,2095,10,20950,2026-03-24
8643,Serveur NAS,Stockage,Settat,5420,11,59620,2026-05-24
8644,Imprimante laser,Bureautique,Marrakech,2031,9,18279,2026-04-25
8645,Disque SSD 1To,Stockage,Safi,1019,6,6114,2026-02-15
8646,Souris sans fil,Accessoires,Agadir,127,7,889,2026-01-16
8647,Serveur NAS,Stockage,Casablanca,6779,20,135580,2026-05-21
8648,Scanner,Bureautique,Fes,1494,1,1494,2026-02-16
8649,Tablette graphique,Informatique,Meknes,1418,5,7090,2026-04-03
8650,Imprimante laser,Bureautique,Kenitra,2665,2,5330,2026-02-02
8651,Ecran 24 pouces,Informatique,Rabat,2158,12,25896,2026-03-25
8652,Scanner,Bureautique,Nador,1128,10,11280,2026-04-15
8653,Ecran 24 pouces,Informatique,Laayoune,1702,15,25530,2026-05-26
8654,Webcam HD,Accessoires,Tetouan,498,17,8466,2026-03-07
8655,Imprimante laser,Bureautique,Laayoune,2342,9,21078,2026-02-27
8656,Tablette graphique,Informatique,Nador,1654,13,21502,2026-05-30
8657,Onduleur,Bureautique,Oujda,1613,17,27421,2026-01-01
8658,Webcam HD,Accessoires,Nador,390,5,1950,2026-04-10
8659,Imprimante laser,Bureautique,Casablanca,2322,11,25542,2026-04-18
8660,Projecteur,Bureautique,Kenitra,4491,11,49401,2026-01-31
8661,Webcam HD,Accessoires,El Jadida,455,20,9100,2026-05-12
8662,Switch 24 ports,Reseau,Dakhla,2416,4,9664,2026-02-21
8663,Disque SSD 1To,Stockage,Settat,1129,9,10161,2026-02-21
8664,Ecran 24 pouces,Informatique,Marrakech,2025,14,28350,2026-02-04
8665,Switch 24 ports,Reseau,Casablanca,2148,17,36516,2026-05-17
8666,Imprimante laser,Bureautique,Errachidia,2697,4,10788,2026-02-17
8667,Webcam HD,Accessoires,Mohammedia,476,20,9520,2026-01-31
8668,Serveur NAS,Stockage,Tanger,5487,18,98766,2026-04-04
8669,Routeur WiFi,Reseau,Nador,795,2,1590,2026-03-08
8670,Casque audio,Accessoires,Laayoune,322,10,3220,2026-04-28
8671,Routeur WiFi,Reseau,Safi,805,9,7245,2026-04-02
8672,Routeur WiFi,Reseau,Safi,750,18,13500,2026-03-02
8673,Souris sans fil,Accessoires,Kenitra,140,18,2520,2026-02-12
8674,Projecteur,Bureautique,Kenitra,5251,9,47259,2026-01-29
8675,Casque audio,Accessoires,Rabat,412,13,5356,2026-05-12
8676,Casque audio,Accessoires,Tetouan,410,10,4100,2026-05-07
8677,Imprimante laser,Bureautique,Dakhla,2430,4,9720,2026-05-11
8678,Routeur WiFi,Reseau,Safi,893,10,8930,2026-04-03
8679,Imprimante laser,Bureautique,Casablanca,2668,17,45356,2026-05-12
8680,Tablette graphique,Informatique,Taza,1558,11,17138,2026-04-13
8681,Routeur WiFi,Reseau,Mohammedia,666,9,5994,2026-03-16
8682,Projecteur,Bureautique,Settat,4591,13,59683,2026-05-07
8683,Souris sans fil,Accessoires,Tetouan,113,17,1921,2026-04-19
8684,Switch 24 ports,Reseau,Meknes,2223,15,33345,2026-01-19
8685,Ordinateur portable,Informatique,Fes,7288,14,102032,2026-05-10
8686,Onduleur,Bureautique,El Jadida,1603,15,24045,2026-04-15
8687,Onduleur,Bureautique,Safi,1710,9,15390,2026-04-30
8688,Switch 24 ports,Reseau,Nador,1790,4,7160,2026-05-05
8689,Imprimante laser,Bureautique,Taza,2619,4,10476,2026-05-10
8690,Projecteur,Bureautique,El Jadida,5860,5,29300,2026-03-18
8691,Imprimante laser,Bureautique,Casablanca,2156,8,17248,2026-04-24
8692,Webcam HD,Accessoires,Laayoune,428,10,4280,2026-03-12
8693,Onduleur,Bureautique,Dakhla,1335,19,25365,2026-03-28
8694,Onduleur,Bureautique,Kenitra,1430,6,8580,2026-05-17
8695,Imprimante laser,Bureautique,Kenitra,2250,5,11250,2026-03-09
8696,Clavier mecanique,Accessoires,Taza,500,17,8500,2026-04-25
8697,Projecteur,Bureautique,Tetouan,5825,15,87375,2026-03-06
8698,Projecteur,Bureautique,Marrakech,5497,2,10994,2026-03-18
8699,Switch 24 ports,Reseau,Safi,2246,7,15722,2026-01-10
8700,Switch 24 ports,Reseau,Marrakech,2178,2,4356,2026-02-08
8701,Routeur WiFi,Reseau,Tanger,824,16,13184,2026-05-10
8702,Webcam HD,Accessoires,Marrakech,396,15,5940,2026-05-24
8703,Ecran 24 pouces,Informatique,Casablanca,1718,12,20616,2026-03-01
8704,Ordinateur portable,Informatique,Marrakech,9601,20,192020,2026-01-21
8705,Switch 24 ports,Reseau,Laayoune,2248,8,17984,2026-05-18
8706,Ecran 24 pouces,Informatique,Tanger,2135,5,10675,2026-04-18
8707,Clavier mecanique,Accessoires,Nador,535,20,10700,2026-01-29
8708,Imprimante laser,Bureautique,Dakhla,2549,3,7647,2026-04-04
8709,Serveur NAS,Stockage,Beni Mellal,5823,11,64053,2026-05-10
8710,Serveur NAS,Stockage,Tetouan,6326,7,44282,2026-03-05
8711,Scanner,Bureautique,Mohammedia,1116,3,3348,2026-05-28
8712,Casque audio,Accessoires,Agadir,365,14,5110,2026-05-10
8713,Serveur NAS,Stockage,Taza,6631,4,26524,2026-05-28
8714,Serveur NAS,Stockage,Nador,6894,13,89622,2026-04-15
8715,Serveur NAS,Stockage,Tanger,5430,12,65160,2026-03-11
8716,Serveur NAS,Stockage,Rabat,6323,3,18969,2026-01-21
8717,Clavier mecanique,Accessoires,Marrakech,434,2,868,2026-04-03
8718,Tablette graphique,Informatique,Nador,1433,12,17196,2026-03-23
8719,Tablette graphique,Informatique,Errachidia,1805,11,19855,2026-01-31
8720,Disque SSD 1To,Stockage,Nador,1127,3,3381,2026-05-10
8721,Routeur WiFi,Reseau,Marrakech,894,10,8940,2026-05-30
8722,Clavier mecanique,Accessoires,Tetouan,483,15,7245,2026-05-25
8723,Projecteur,Bureautique,Oujda,6041,9,54369,2026-03-18
8724,Scanner,Bureautique,Errachidia,1232,17,20944,2026-02-16
8725,Souris sans fil,Accessoires,Fes,136,13,1768,2026-05-05
8726,Ordinateur portable,Informatique,Rabat,9024,4,36096,2026-02-17
8727,Switch 24 ports,Reseau,Tanger,1858,2,3716,2026-05-07
8728,Casque audio,Accessoires,Meknes,397,4,1588,2026-04-17
8729,Disque SSD 1To,Stockage,Kenitra,1167,16,18672,2026-03-11
8730,Imprimante laser,Bureautique,Meknes,2522,1,2522,2026-02-09
8731,Switch 24 ports,Reseau,Meknes,2213,20,44260,2026-03-29
8732,Clavier mecanique,Accessoires,Dakhla,539,19,10241,2026-05-02
